0.01196,0.36497,0.0081214
0.012917,0.15518,0.0034527
0.01395,0.078884,0.0017621
0.015066,0.047091,0.0010545
0.016271,0.030647,0.00068954
0.017573,0.019697,0.00044756
0.018979,0.0135,0.00031082
0.020497,0.0092066,0.00021507
0.022137,0.0065499,0.00014265
0.023908,0.0045623,9.9842e-05
0.025821,0.0031883,7.0258e-05
0.027886,0.0022367,4.9852e-05
0.030117,0.001631,3.6811e-05
0.032527,0.0011775,2.8492e-05
0.035129,0.00086764,2.1807e-05
0.037939,0.00061791,1.6135e-05
0.040974,0.00044198,1.1983e-05
0.044252,0.00033237,9.3614e-06
0.047792,0.00023919,7.1718e-06
0.051616,0.00016861,2.8139e-06
0.055745,0.00012842,2.1803e-06
0.060205,8.7076e-05,1.6432e-06
0.065021,6.6096e-05,1.4457e-06
0.070223,4.8446e-05,1.1578e-06
0.075841,3.4824e-05,9.6083e-07
0.081908,2.5563e-05,8.1156e-07
0.08846,2.0399e-05,7.0613e-07
0.095537,1.3348e-05,5.8657e-07
0.10318,1.075e-05,5.0989e-07
0.11143,8.0723e-06,4.7179e-07
0.12035,6.1617e-06,4.2337e-07
0.12998,4.303e-06,4.0689e-07
0.14038,3.8612e-06,4.1892e-07
0.15161,2.5276e-06,4.4283e-07
0.16373,1.6981e-06,5.1373e-07
0.17683,1.1457e-06,5.8426e-07
0.19098,2.2107e-06,6.4975e-07
0.20626,1.401e-06,6.6427e-07
0.22276,1.498e-06,7.7244e-07
0.24058,1.1124e-06,9.1479e-07
0.25983,3.3425e-06,9.7764e-07
0.28061,-7.981e-07,9.8681e-07
0.30306,1.2701e-07,9.6418e-07
0.32731,-6.6514e-07,1.0676e-06
0.35349,2.0085e-06,1.0951e-06
0.38177,1.2072e-06,1.1149e-06
0.41231,2.5385e-06,1.197e-06
0.44529,1.7581e-06,1.1729e-06
0.48092,1.9739e-07,1.1782e-06
0.51939,-2.5656e-08,1.219e-06
0.56094,4.4197e-06,1.3498e-06
0.60582,3.1759e-06,1.239e-06
0.63956,-9.0889e-06,3.4908e-05
