0.01196,0.00044508,3.6262e-05
0.012917,0.00035983,2.8994e-05
0.01395,0.00030663,2.455e-05
0.015066,0.00026517,2.0848e-05
0.016271,0.00023796,1.8499e-05
0.017573,0.00020214,1.5906e-05
0.018979,0.00018331,1.4532e-05
0.020497,0.00012869,1.0727e-05
0.022137,0.00012335,8.2585e-06
0.023908,0.00010507,6.9662e-06
0.025821,9.4446e-05,6.1693e-06
0.027886,8.3269e-05,5.4089e-06
0.030117,6.4525e-05,4.2808e-06
0.032527,5.7371e-05,4.2714e-06
0.035129,5.2343e-05,3.9037e-06
0.037939,4.0064e-05,3.1502e-06
0.040974,3.6806e-05,2.8343e-06
0.044252,2.8154e-05,2.2859e-06
0.047792,2.5121e-05,2.0593e-06
0.051616,2.1341e-05,9.8451e-07
0.055745,1.8587e-05,8.3968e-07
0.060205,1.6514e-05,7.2706e-07
0.065021,1.2927e-05,6.7742e-07
0.070223,1.0924e-05,5.8711e-07
0.075841,8.6902e-06,5.3869e-07
0.081908,6.8806e-06,5.0361e-07
0.08846,6.2107e-06,4.631e-07
0.095537,5.0842e-06,4.2789e-07
0.10318,4.7189e-06,3.8512e-07
0.11143,2.8882e-06,3.6469e-07
0.12035,2.9926e-06,3.4892e-07
0.12998,3.0131e-06,3.5394e-07
0.14038,2.2388e-06,3.6263e-07
0.15161,1.9845e-06,4.0836e-07
0.16373,1.4641e-06,4.7739e-07
0.17683,1.5898e-06,5.5509e-07
0.19098,1.2205e-06,5.9532e-07
0.20626,1.3862e-06,6.5463e-07
0.22276,2.4842e-07,7.4442e-07
0.24058,3.187e-07,8.8719e-07
0.25983,1.0198e-06,9.2821e-07
0.28061,3.4907e-06,1.0011e-06
0.30306,5.3702e-07,9.8712e-07
0.32731,7.2431e-07,1.0239e-06
0.35349,2.0851e-06,1.1244e-06
0.38177,7.9508e-07,1.0998e-06
0.41231,2.8209e-06,1.174e-06
0.44529,1.2797e-06,1.1779e-06
0.48092,1.8769e-06,1.2314e-06
0.51939,1.1245e-06,1.2459e-06
0.56094,1.8124e-06,1.241e-06
0.60582,1.2679e-06,1.2582e-06
0.63956,1.7012e-05,3.4091e-05
